user_id,pred_date
21553,2017-05-01
21320,2017-05-01
20698,2017-05-01
20504,2017-05-01
19526,2017-05-01
19485,2017-05-01
19236,2017-05-01
19008,2017-05-01
16425,2017-05-01
16171,2017-05-01
15727,2017-05-01
15624,2017-05-01
15521,2017-05-01
15243,2017-05-01
15143,2017-05-01
15137,2017-05-01
14270,2017-05-01
14249,2017-05-01
13537,2017-05-01
11912,2017-05-01
9906,2017-05-01
9598,2017-05-01
9108,2017-05-01
8930,2017-05-01
8786,2017-05-01
8196,2017-05-01
8113,2017-05-01
8048,2017-05-01
8047,2017-05-01
6894,2017-05-01
6828,2017-05-01
6765,2017-05-01
6489,2017-05-01
6417,2017-05-01
6205,2017-05-01
5600,2017-05-01
5588,2017-05-01
4259,2017-05-01
4101,2017-05-01
3591,2017-05-01
3521,2017-05-01
3431,2017-05-01
2970,2017-05-01
2742,2017-05-01
2677,2017-05-01
2611,2017-05-01
2217,2017-05-01
1868,2017-05-01
1274,2017-05-01
1140,2017-05-01
51,2017-05-01
45571,2017-05-01
39623,2017-05-01
19413,2017-05-01
25261,2017-05-01
88157,2017-05-01
85251,2017-05-01
49717,2017-05-01
98263,2017-05-01
98104,2017-05-01
96758,2017-05-01
96054,2017-05-01
94196,2017-05-01
93570,2017-05-01
91969,2017-05-01
91226,2017-05-01
90651,2017-05-01
90267,2017-05-01
89702,2017-05-01
88063,2017-05-01
87618,2017-05-01
87379,2017-05-01
85317,2017-05-01
84469,2017-05-01
84367,2017-05-01
84177,2017-05-01
83351,2017-05-01
82927,2017-05-01
80851,2017-05-01
79070,2017-05-01
78335,2017-05-01
78323,2017-05-01
77666,2017-05-01
76822,2017-05-01
75998,2017-05-01
75428,2017-05-01
75122,2017-05-01
74706,2017-05-01
74399,2017-05-01
73896,2017-05-01
71984,2017-05-01
71679,2017-05-01
70855,2017-05-01
70771,2017-05-01
70453,2017-05-01
70165,2017-05-01
69899,2017-05-01
67355,2017-05-01
67314,2017-05-01
66468,2017-05-01
66105,2017-05-01
64881,2017-05-01
63117,2017-05-01
62230,2017-05-01
61699,2017-05-01
61186,2017-05-01
60865,2017-05-01
60404,2017-05-01
58163,2017-05-01
57779,2017-05-01
57185,2017-05-01
57063,2017-05-01
55886,2017-05-01
55127,2017-05-01
54730,2017-05-01
54450,2017-05-01
54356,2017-05-01
52402,2017-05-01
52354,2017-05-01
51832,2017-05-01
51817,2017-05-01
48773,2017-05-01
47903,2017-05-01
46411,2017-05-01
45009,2017-05-01
44993,2017-05-01
42366,2017-05-01
39654,2017-05-01
38743,2017-05-01
38465,2017-05-01
37960,2017-05-01
36371,2017-05-01
35103,2017-05-01
34134,2017-05-01
34005,2017-05-01
33423,2017-05-01
33370,2017-05-01
31501,2017-05-01
31084,2017-05-01
30134,2017-05-01
26637,2017-05-01
25148,2017-05-01
23387,2017-05-01
23316,2017-05-01
23161,2017-05-01
22904,2017-05-01
22240,2017-05-01
21567,2017-05-01
21276,2017-05-01
21241,2017-05-01
20205,2017-05-01
19940,2017-05-01
19923,2017-05-01
18547,2017-05-01
17526,2017-05-01
16608,2017-05-01
16282,2017-05-01
15391,2017-05-01
15069,2017-05-01
14722,2017-05-01
14152,2017-05-01
14146,2017-05-01
12925,2017-05-01
12054,2017-05-01
11910,2017-05-01
11645,2017-05-01
10808,2017-05-01
10157,2017-05-01
9262,2017-05-01
8423,2017-05-01
6052,2017-05-01
4371,2017-05-01
3715,2017-05-01
3068,2017-05-01
2919,2017-05-01
1888,2017-05-01
1535,2017-05-01
1468,2017-05-01
975,2017-05-01
929,2017-05-01
601,2017-05-01
62,2017-05-01
91350,2017-05-01
86331,2017-05-01
85285,2017-05-01
82116,2017-05-01
81168,2017-05-01
76632,2017-05-01
75501,2017-05-01
71771,2017-05-01
71228,2017-05-01
64489,2017-05-01
58081,2017-05-01
56939,2017-05-01
51948,2017-05-01
51541,2017-05-01
49685,2017-05-01
46538,2017-05-01
46454,2017-05-01
41882,2017-05-01
39947,2017-05-01
35862,2017-05-01
30167,2017-05-01
27268,2017-05-01
27182,2017-05-01
16810,2017-05-01
16176,2017-05-01
15687,2017-05-01
14243,2017-05-01
10673,2017-05-01
8433,2017-05-01
5168,2017-05-01
1860,2017-05-01
1661,2017-05-01
72183,2017-05-01
64348,2017-05-01
79202,2017-05-01
68522,2017-05-01
67007,2017-05-01
62404,2017-05-01
31317,2017-05-01
47849,2017-05-01
18216,2017-05-01
37141,2017-05-01
59840,2017-05-01
85022,2017-05-01
77955,2017-05-01
44434,2017-05-01
6059,2017-05-01
79477,2017-05-01
74445,2017-05-01
70725,2017-05-01
64556,2017-05-01
53614,2017-05-01
9237,2017-05-01
52494,2017-05-01
33664,2017-05-01
73707,2017-05-01
89329,2017-05-01
18288,2017-05-01
98469,2017-05-03
98456,2017-05-21
98411,2017-05-29
97554,2017-05-31
96666,2017-05-02
92104,2017-05-25
90759,2017-05-30
90695,2017-05-12
90262,2017-05-16
89040,2017-05-25
88284,2017-05-09
88136,2017-05-26
87790,2017-05-09
87274,2017-05-11
86858,2017-05-12
86614,2017-05-19
86476,2017-05-01
86314,2017-05-12
85683,2017-05-21
84480,2017-05-31
84056,2017-05-08
81764,2017-05-21
81125,2017-05-01
78677,2017-05-09
78622,2017-05-25
76667,2017-05-10
76349,2017-05-20
75633,2017-05-20
75232,2017-05-02
74897,2017-05-05
73984,2017-05-23
73437,2017-05-12
73382,2017-05-08
72772,2017-05-16
72366,2017-05-18
72268,2017-05-19
71356,2017-05-17
71265,2017-05-10
71018,2017-05-07
70963,2017-05-17
69379,2017-05-31
68637,2017-05-02
68453,2017-05-30
67499,2017-05-09
67353,2017-05-21
66780,2017-05-17
66470,2017-05-13
65212,2017-05-16
65201,2017-05-06
63467,2017-05-05
62946,2017-05-24
61105,2017-05-02
60673,2017-05-11
60660,2017-05-22
60266,2017-05-30
59135,2017-05-09
58993,2017-05-11
58349,2017-05-10
57448,2017-05-12
55679,2017-05-15
55644,2017-05-13
55330,2017-05-01
54701,2017-05-25
54402,2017-05-26
53574,2017-05-25
52864,2017-05-09
52278,2017-05-07
51180,2017-05-27
50981,2017-05-24
50810,2017-05-09
49154,2017-05-07
48103,2017-05-31
45834,2017-05-28
45529,2017-05-02
45478,2017-05-08
45279,2017-05-03
44401,2017-05-06
43642,2017-05-09
41488,2017-05-25
40183,2017-05-05
39351,2017-05-27
38955,2017-05-29
38700,2017-05-03
38042,2017-05-24
37546,2017-05-16
37433,2017-05-10
36138,2017-05-27
33505,2017-05-19
33237,2017-05-18
32817,2017-05-30
32367,2017-05-30
32066,2017-05-10
30715,2017-05-03
30234,2017-05-07
25960,2017-05-09
25023,2017-05-19
24013,2017-05-09
22522,2017-05-28
22123,2017-05-13
21677,2017-05-31
20974,2017-05-02
20786,2017-05-09
16474,2017-05-23
14425,2017-05-24
14235,2017-05-29
14018,2017-05-22
13553,2017-05-31
12551,2017-05-21
12196,2017-05-10
12003,2017-05-13
10250,2017-05-23
8977,2017-05-25
8406,2017-05-09
7471,2017-05-23
6700,2017-05-26
5723,2017-05-09
3989,2017-05-31
3817,2017-05-28
3284,2017-05-03
3050,2017-05-23
2999,2017-05-24
2776,2017-05-28
2340,2017-05-19
2206,2017-05-17
1918,2017-05-31
979,2017-05-10
261,2017-05-02
90391,2017-05-01
3290,2017-05-01
2116,2017-05-01
62713,2017-05-01
57769,2017-05-01
5387,2017-05-01
52784,2017-05-01
97918,2017-05-02
96296,2017-05-01
94995,2017-05-19
93362,2017-05-16
87990,2017-05-10
83267,2017-05-14
81133,2017-05-01
81083,2017-05-04
78588,2017-05-01
74277,2017-05-07
71021,2017-05-08
70445,2017-05-19
70332,2017-05-03
69442,2017-05-08
66163,2017-05-20
64977,2017-05-16
64928,2017-05-20
64450,2017-05-14
63497,2017-05-09
61351,2017-05-14
59383,2017-05-06
57468,2017-05-05
57406,2017-05-18
56745,2017-05-15
56426,2017-05-10
54074,2017-05-15
50610,2017-05-14
49637,2017-05-04
47879,2017-05-13
47459,2017-05-11
41353,2017-05-05
38763,2017-05-20
37555,2017-05-14
34751,2017-05-17
31425,2017-05-12
29783,2017-05-13
29396,2017-05-14
29368,2017-05-15
28508,2017-05-08
27296,2017-05-10
26589,2017-05-11
22424,2017-05-03
21390,2017-05-03
20787,2017-05-20
15416,2017-05-05
14103,2017-05-04
13950,2017-05-12
13242,2017-05-06
12300,2017-05-12
11975,2017-05-15
9973,2017-05-10
6559,2017-05-01
4717,2017-05-15
4698,2017-05-06
39359,2017-05-01
98283,2017-05-01
97733,2017-05-01
97143,2017-05-01
96913,2017-05-01
95812,2017-05-01
95550,2017-05-01
95128,2017-05-01
94979,2017-05-01
94713,2017-05-01
94577,2017-05-01
94513,2017-05-01
94278,2017-05-01
93977,2017-05-01
93831,2017-05-01
93581,2017-05-01
93555,2017-05-01
93469,2017-05-01
93349,2017-05-01
93347,2017-05-01
93224,2017-05-01
93127,2017-05-01
92933,2017-05-01
92505,2017-05-01
92498,2017-05-01
92419,2017-05-01
92357,2017-05-01
92253,2017-05-01
92198,2017-05-01
91939,2017-05-01
91456,2017-05-01
91293,2017-05-01
91149,2017-05-01
91140,2017-05-01
91120,2017-05-01
90779,2017-05-01
90741,2017-05-01
90654,2017-05-01
90513,2017-05-01
90430,2017-05-01
90080,2017-05-01
89883,2017-05-01
89656,2017-05-01
89361,2017-05-01
89093,2017-05-01
88784,2017-05-01
88715,2017-05-01
88458,2017-05-01
87969,2017-05-01
87615,2017-05-01
87565,2017-05-01
87494,2017-05-01
86945,2017-05-01
86789,2017-05-01
86502,2017-05-01
86396,2017-05-01
85476,2017-05-01
84913,2017-05-01
84753,2017-05-01
84410,2017-05-01
84094,2017-05-01
83935,2017-05-01
83750,2017-05-01
83506,2017-05-01
83413,2017-05-01
83284,2017-05-01
83156,2017-05-01
83054,2017-05-01
82883,2017-05-01
82880,2017-05-01
82693,2017-05-01
82560,2017-05-01
82287,2017-05-01
82209,2017-05-01
82188,2017-05-01
81860,2017-05-01
81448,2017-05-01
81374,2017-05-01
80664,2017-05-01
80061,2017-05-01
80030,2017-05-01
79901,2017-05-01
79779,2017-05-01
79776,2017-05-01
79432,2017-05-01
79430,2017-05-01
79128,2017-05-01
79124,2017-05-01
79064,2017-05-01
78735,2017-05-01
78607,2017-05-01
78580,2017-05-01
78498,2017-05-01
78450,2017-05-01
78391,2017-05-01
78215,2017-05-01
77840,2017-05-01
77319,2017-05-01
77242,2017-05-01
77078,2017-05-01
77025,2017-05-01
76897,2017-05-01
76562,2017-05-01
76174,2017-05-01
76120,2017-05-01
76115,2017-05-01
76081,2017-05-01
75772,2017-05-01
75700,2017-05-01
75604,2017-05-01
75192,2017-05-01
74950,2017-05-01
74842,2017-05-01
74691,2017-05-01
74216,2017-05-01
74107,2017-05-01
73983,2017-05-01
73762,2017-05-01
73664,2017-05-01
73618,2017-05-01
73569,2017-05-01
73428,2017-05-01
73359,2017-05-01
73160,2017-05-01
73071,2017-05-01
72970,2017-05-01
72762,2017-05-01
71555,2017-05-01
71084,2017-05-01
71007,2017-05-01
70495,2017-05-01
70022,2017-05-01
69638,2017-05-01
69176,2017-05-01
69017,2017-05-01
68812,2017-05-01
68726,2017-05-01
68608,2017-05-01
68462,2017-05-01
68350,2017-05-01
68042,2017-05-01
68025,2017-05-01
67706,2017-05-01
67646,2017-05-01
67528,2017-05-01
67464,2017-05-01
67228,2017-05-01
67020,2017-05-01
66681,2017-05-01
66639,2017-05-01
66258,2017-05-01
66039,2017-05-01
65999,2017-05-01
65920,2017-05-01
65596,2017-05-01
65577,2017-05-01
65000,2017-05-01
64945,2017-05-01
64560,2017-05-01
64220,2017-05-01
63997,2017-05-01
63830,2017-05-01
63232,2017-05-01
63129,2017-05-01
63112,2017-05-01
63095,2017-05-01
62613,2017-05-01
62569,2017-05-01
62255,2017-05-01
62247,2017-05-01
62008,2017-05-01
61904,2017-05-01
61501,2017-05-01
61473,2017-05-01
61212,2017-05-01
61189,2017-05-01
61118,2017-05-01
60648,2017-05-01
59988,2017-05-01
59808,2017-05-01
59394,2017-05-01
59386,2017-05-01
59337,2017-05-01
59155,2017-05-01
58663,2017-05-01
58637,2017-05-01
58448,2017-05-01
58405,2017-05-01
58385,2017-05-01
57804,2017-05-01
57601,2017-05-01
57445,2017-05-01
57007,2017-05-01
56422,2017-05-01
56200,2017-05-01
56187,2017-05-01
56027,2017-05-01
55291,2017-05-01
54801,2017-05-01
54683,2017-05-01
54638,2017-05-01
54197,2017-05-01
53997,2017-05-01
53898,2017-05-01
53890,2017-05-01
53622,2017-05-01
53539,2017-05-01
52869,2017-05-01
52657,2017-05-01
52618,2017-05-01
52570,2017-05-01
52519,2017-05-01
52514,2017-05-01
52096,2017-05-01
51945,2017-05-01
51882,2017-05-01
51802,2017-05-01
51635,2017-05-01
51579,2017-05-01
51503,2017-05-01
51229,2017-05-01
50815,2017-05-01
50502,2017-05-01
50422,2017-05-01
49513,2017-05-01
49445,2017-05-01
49421,2017-05-01
49346,2017-05-01
48951,2017-05-01
48366,2017-05-01
48340,2017-05-01
47944,2017-05-01
47759,2017-05-01
47647,2017-05-01
47524,2017-05-01
47228,2017-05-01
47062,2017-05-01
46887,2017-05-01
46156,2017-05-01
46110,2017-05-01
45706,2017-05-01
45559,2017-05-01
45175,2017-05-01
45100,2017-05-01
45044,2017-05-01
44819,2017-05-01
44752,2017-05-01
44649,2017-05-01
44429,2017-05-01
44362,2017-05-01
44297,2017-05-01
44294,2017-05-01
44193,2017-05-01
43812,2017-05-01
43781,2017-05-01
43689,2017-05-01
43570,2017-05-01
43498,2017-05-01
43428,2017-05-01
43096,2017-05-01
42984,2017-05-01
42715,2017-05-01
42694,2017-05-01
42678,2017-05-01
42614,2017-05-01
42465,2017-05-01
42333,2017-05-01
42185,2017-05-01
42096,2017-05-01
42050,2017-05-01
41747,2017-05-01
41509,2017-05-01
41331,2017-05-01
41259,2017-05-01
41213,2017-05-01
40749,2017-05-01
40703,2017-05-01
40458,2017-05-01
40428,2017-05-01
39803,2017-05-01
39671,2017-05-01
39468,2017-05-01
39287,2017-05-01
39240,2017-05-01
38819,2017-05-01
38554,2017-05-01
38446,2017-05-01
38328,2017-05-01
38100,2017-05-01
38009,2017-05-01
37901,2017-05-01
37858,2017-05-01
37793,2017-05-01
37560,2017-05-01
37486,2017-05-01
37009,2017-05-01
36556,2017-05-01
36388,2017-05-01
36266,2017-05-01
36119,2017-05-01
35974,2017-05-01
34821,2017-05-01
34818,2017-05-01
34679,2017-05-01
33657,2017-05-01
33516,2017-05-01
33194,2017-05-01
32786,2017-05-01
32754,2017-05-01
32565,2017-05-01
32443,2017-05-01
32356,2017-05-01
32343,2017-05-01
32210,2017-05-01
32150,2017-05-01
32031,2017-05-01
32007,2017-05-01
31818,2017-05-01
31538,2017-05-01
31052,2017-05-01
31000,2017-05-01
30705,2017-05-01
30621,2017-05-01
29904,2017-05-01
29602,2017-05-01
29543,2017-05-01
29468,2017-05-01
29407,2017-05-01
29345,2017-05-01
29272,2017-05-01
29243,2017-05-01
28519,2017-05-01
28409,2017-05-01
28319,2017-05-01
28256,2017-05-01
28238,2017-05-01
27988,2017-05-01
27815,2017-05-01
27639,2017-05-01
26734,2017-05-01
26397,2017-05-01
26264,2017-05-01
26253,2017-05-01
26171,2017-05-01
26152,2017-05-01
26151,2017-05-01
26068,2017-05-01
25527,2017-05-01
25396,2017-05-01
25047,2017-05-01
25004,2017-05-01
24759,2017-05-01
24527,2017-05-01
24462,2017-05-01
24235,2017-05-01
24221,2017-05-01
23338,2017-05-01
22542,2017-05-01
22538,2017-05-01
22337,2017-05-01
22013,2017-05-01
21816,2017-05-01
21739,2017-05-01
21061,2017-05-01
20931,2017-05-01
